order_item_refund_id,created_at,order_item_id,order_id,refund_amount_usd,user_id,primary_product_id,created_at:1,items_purchased
312,2013-06-20 11:43:36,5124,5124,49.99,75644,1,2013-06-07 16:43:36,1
313,2013-06-21 3:48:07,5289,5289,59.99,90852,2,2013-06-17 12:48:07,1
314,2013-06-22 15:45:53,5108,5108,49.99,88624,1,2013-06-07 9:45:53,1
315,2013-06-24 2:44:05,5262,5262,49.99,75649,1,2013-06-14 23:44:05,1
316,2013-06-24 15:52:48,5333,5333,49.99,91412,1,2013-06-19 9:52:48,1
317,2013-06-27 4:27:32,5422,5422,49.99,92425,1,2013-06-23 10:27:32,1
318,2013-06-27 4:52:26,5284,5284,49.99,90804,1,2013-06-17 10:52:26,1
319,2013-06-27 14:13:03,5346,5346,49.99,83378,1,2013-06-19 20:13:03,1
320,2013-06-27 17:50:46,5261,5261,49.99,90443,1,2013-06-14 20:50:46,1
321,2013-06-28 6:53:36,5386,5386,49.99,91999,1,2013-06-21 5:53:36,1
322,2013-06-28 23:54:35,5239,5239,59.99,90134,2,2013-06-13 16:54:35,1
323,2013-07-01 3:30:09,5387,5387,49.99,92002,1,2013-06-21 6:30:09,1
324,2013-07-01 5:03:02,5531,5531,49.99,93643,1,2013-06-27 19:03:02,1
325,2013-07-01 9:39:51,5523,5523,49.99,93562,1,2013-06-27 14:39:51,1
326,2013-07-02 0:22:22,5518,5518,49.99,79107,1,2013-06-27 13:22:22,1
327,2013-07-03 10:54:35,5412,5412,49.99,92259,1,2013-06-22 5:54:35,1
328,2013-07-03 13:20:48,5565,5565,49.99,94074,1,2013-06-29 17:20:48,1
329,2013-07-03 13:41:28,5323,5323,49.99,91293,1,2013-06-18 18:41:28,1
330,2013-07-03 15:47:22,5390,5390,49.99,92024,1,2013-06-21 8:47:22,1
331,2013-07-03 18:05:11,5462,5462,49.99,92921,1,2013-06-25 13:05:11,1
332,2013-07-04 2:35:37,5408,5408,49.99,92229,1,2013-06-21 23:35:37,1
333,2013-07-05 1:53:10,5430,5430,49.99,92516,1,2013-06-23 22:53:10,1
334,2013-07-06 8:00:18,5474,5474,49.99,93108,1,2013-06-26 4:00:18,1
335,2013-07-07 2:47:17,5496,5496,49.99,93378,1,2013-06-26 21:47:17,1
336,2013-07-07 12:52:59,5569,5569,49.99,94166,1,2013-06-30 13:52:59,1
337,2013-07-07 14:19:04,5405,5405,49.99,92204,1,2013-06-21 19:19:04,1
338,2013-07-07 14:20:14,5586,5586,49.99,94332,1,2013-07-01 11:20:14,1
339,2013-07-08 3:47:14,5574,5574,49.99,94220,1,2013-06-30 21:47:14,1
340,2013-07-08 13:37:13,5616,5616,49.99,94792,1,2013-07-02 23:37:13,1
341,2013-07-09 4:00:26,5451,5451,49.99,92770,1,2013-06-24 20:00:26,1
342,2013-07-09 6:03:54,5635,5635,49.99,95085,1,2013-07-03 21:03:54,1
343,2013-07-11 8:00:23,5631,5631,49.99,95026,1,2013-07-03 17:00:23,1
344,2013-07-11 15:40:05,5663,5663,49.99,95599,1,2013-07-05 23:40:05,1
345,2013-07-12 7:03:01,5700,5700,49.99,96075,1,2013-07-08 18:03:01,1
346,2013-07-12 21:00:18,5712,5712,49.99,96204,1,2013-07-09 10:00:18,1
347,2013-07-13 9:03:42,5607,5607,49.99,94655,1,2013-07-02 14:03:42,1
348,2013-07-14 8:59:52,5576,5576,49.99,94227,1,2013-06-30 22:59:52,1
349,2013-07-14 13:17:21,5683,5683,49.99,95869,1,2013-07-08 1:17:21,1
350,2013-07-15 19:22:51,5746,5746,49.99,96756,1,2013-07-11 1:22:51,1
351,2013-07-16 7:11:22,5578,5578,49.99,94250,1,2013-07-01 1:11:22,1
352,2013-07-18 22:37:28,5843,5843,49.99,97867,1,2013-07-16 4:37:28,1
353,2013-07-21 1:03:30,5650,5650,49.99,95331,1,2013-07-05 2:03:30,1
354,2013-07-22 0:53:45,5696,5696,49.99,96039,1,2013-07-08 15:53:45,1
355,2013-07-22 13:38:00,5750,5750,59.99,96784,2,2013-07-11 6:38:00,1
356,2013-07-22 16:36:14,5906,5906,49.99,76426,1,2013-07-19 9:36:14,1
357,2013-07-23 0:18:57,5847,5847,59.99,97913,2,2013-07-16 10:18:57,1
358,2013-07-25 9:25:06,5863,5863,49.99,98242,1,2013-07-17 11:25:06,1
359,2013-07-25 12:16:05,5802,5802,49.99,97437,1,2013-07-14 11:16:05,1
360,2013-07-25 12:44:57,5855,5855,49.99,98084,1,2013-07-16 18:44:57,1
361,2013-07-26 7:06:30,5799,5799,49.99,97409,1,2013-07-14 3:06:30,1
362,2013-07-27 6:08:09,6031,6031,49.99,93734,1,2013-07-24 22:08:09,1
363,2013-07-27 23:29:03,5914,5914,49.99,98879,1,2013-07-19 16:29:03,1
364,2013-07-28 22:35:52,5865,5865,49.99,98270,1,2013-07-17 12:35:52,1
365,2013-07-29 14:16:47,5938,5938,49.99,84322,1,2013-07-21 1:16:47,1
366,2013-07-29 22:14:12,5946,5946,49.99,99154,1,2013-07-21 14:14:12,1
367,2013-07-31 17:11:21,6074,6074,49.99,100524,1,2013-07-26 11:11:21,1
368,2013-08-01 13:54:53,6047,6047,49.99,100249,1,2013-07-25 12:54:53,1
369,2013-08-02 14:28:00,6158,6158,49.99,86116,1,2013-07-31 9:28:00,1
370,2013-08-05 3:29:38,6054,6054,49.99,100321,1,2013-07-25 16:29:38,1
371,2013-08-05 6:30:01,5933,5933,49.99,99062,1,2013-07-20 18:30:01,1
372,2013-08-06 15:56:00,5993,5993,59.99,99723,2,2013-07-23 16:56:00,1
373,2013-08-06 23:05:29,6052,6052,49.99,100294,1,2013-07-25 15:05:29,1
374,2013-08-07 3:10:48,6139,6139,49.99,101310,1,2013-07-30 12:10:48,1
375,2013-08-07 17:43:55,6195,6195,49.99,101960,1,2013-08-01 14:43:55,1
376,2013-08-07 18:48:18,6075,6075,49.99,100537,1,2013-07-26 11:48:18,1
377,2013-08-08 1:45:45,6059,6059,49.99,100346,1,2013-07-25 17:45:45,1
378,2013-08-08 5:48:27,6008,6008,49.99,99899,1,2013-07-24 9:48:27,1
379,2013-08-09 2:05:49,6269,6269,49.99,82590,1,2013-08-06 10:05:49,1
380,2013-08-09 18:01:49,6110,6110,49.99,101033,1,2013-07-29 11:01:49,1
381,2013-08-11 8:49:18,6226,6226,49.99,102284,1,2013-08-02 17:49:18,1
382,2013-08-11 21:31:12,6247,6247,49.99,102643,1,2013-08-05 10:31:12,1
383,2013-08-12 11:23:39,6251,6251,49.99,102668,1,2013-08-05 11:23:39,1
384,2013-08-13 19:22:24,6324,6324,49.99,103772,1,2013-08-09 10:22:24,1
385,2013-08-13 19:29:10,6103,6103,49.99,100983,1,2013-07-29 4:29:10,1
386,2013-08-14 20:55:50,6173,6173,49.99,95626,1,2013-07-31 16:55:50,1
387,2013-08-16 18:07:02,6215,6215,49.99,102206,1,2013-08-02 13:07:02,1
388,2013-08-17 11:59:12,6244,6244,49.99,102589,1,2013-08-05 0:59:12,1
389,2013-08-18 14:43:24,6395,6395,59.99,86179,2,2013-08-13 9:43:24,1
390,2013-08-19 0:45:32,6387,6387,49.99,104438,1,2013-08-12 18:45:32,1
391,2013-08-19 6:11:14,6259,6259,49.99,102774,1,2013-08-05 17:11:14,1
392,2013-08-19 10:30:02,6273,6273,49.99,103038,1,2013-08-06 16:30:02,1
393,2013-08-19 20:05:36,6421,6421,49.99,104902,1,2013-08-14 11:05:36,1
394,2013-08-20 1:34:58,6302,6302,49.99,103491,1,2013-08-08 8:34:58,1
395,2013-08-23 11:30:59,6355,6355,49.99,104036,1,2013-08-10 19:30:59,1
396,2013-08-23 20:08:02,6432,6432,49.99,105034,1,2013-08-14 17:08:02,1
397,2013-08-25 14:35:51,6528,6528,49.99,106217,1,2013-08-19 21:35:51,1
398,2013-08-25 18:27:06,6465,6465,49.99,105474,1,2013-08-16 10:27:06,1
399,2013-08-26 18:26:33,6461,6461,49.99,102909,1,2013-08-16 8:26:33,1
400,2013-08-27 7:05:51,6634,6634,49.99,107530,1,2013-08-23 21:05:51,1
401,2013-08-29 4:21:52,6451,6451,49.99,105298,1,2013-08-15 15:21:52,1
402,2013-08-29 12:26:24,6526,6526,49.99,106201,1,2013-08-19 20:26:24,1
403,2013-09-01 4:47:41,6504,6504,49.99,105865,1,2013-08-18 15:47:41,1
404,2013-09-02 21:26:40,6589,6589,49.99,106977,1,2013-08-22 7:26:40,1
405,2013-09-03 11:29:38,6627,6627,49.99,107443,1,2013-08-23 15:29:38,1
406,2013-09-07 8:56:46,6758,6758,49.99,109139,1,2013-08-30 0:56:46,1
407,2013-09-08 6:13:39,6721,6721,49.99,108676,1,2013-08-28 16:13:39,1
408,2013-09-10 12:36:17,6805,6805,49.99,109792,1,2013-09-02 10:36:17,1
409,2013-09-11 3:49:15,6743,6743,49.99,108962,1,2013-08-29 13:49:15,1
410,2013-09-11 23:05:44,6882,6882,49.99,110909,1,2013-09-05 19:05:44,1
411,2013-09-12 2:42:44,6899,6899,49.99,111107,1,2013-09-06 12:42:44,1
412,2013-09-13 18:33:40,6943,6943,49.99,111710,1,2013-09-09 12:33:40,1
413,2013-09-14 1:52:27,6750,6750,49.99,109091,1,2013-08-29 20:52:27,1
414,2013-09-16 20:39:05,6940,6940,49.99,111678,1,2013-09-09 10:39:05,1
415,2013-09-16 22:24:02,6825,6825,49.99,110126,1,2013-09-03 14:24:02,1
416,2013-09-17 16:28:33,6865,6865,49.99,110658,1,2013-09-05 6:28:33,1
417,2013-09-17 20:47:53,7009,7009,49.99,112543,1,2013-09-12 2:47:53,1
418,2013-09-18 13:29:48,6991,6991,49.99,107069,1,2013-09-11 13:29:48,1
419,2013-09-19 18:39:21,7035,7035,49.99,112852,1,2013-09-13 2:39:21,1
420,2013-09-20 14:30:00,6947,6947,49.99,97320,1,2013-09-09 15:30:00,1
421,2013-09-21 22:18:54,6952,6952,49.99,104171,1,2013-09-09 18:18:54,1
422,2013-09-22 23:10:26,6981,6981,49.99,112192,1,2013-09-11 1:10:26,1
423,2013-09-23 3:03:26,6999,6999,49.99,112446,1,2013-09-11 18:03:26,1
424,2013-09-25 5:22:44,7154,7154,49.99,114393,1,2013-09-18 21:22:44,1
425,2013-09-26 20:43:33,7250,7250,49.99,115568,1,2013-09-23 11:43:33,1
426,2013-09-30 1:36:47,7077,7077,49.99,102957,1,2013-09-15 23:36:47,1
427,2013-10-02 3:32:38,7230,7230,49.99,115293,1,2013-09-22 9:32:38,1
428,2013-10-02 19:43:28,7354,7351,59.99,116762,2,2013-09-26 21:43:28,1
429,2013-10-04 22:30:49,7164,7164,49.99,114514,1,2013-09-19 10:30:49,1
430,2013-10-04 23:06:47,7192,7192,49.99,114887,1,2013-09-20 12:06:47,1
431,2013-10-06 4:31:09,7480,7473,49.99,118352,1,2013-10-02 17:31:09,1
432,2013-10-06 22:07:18,7512,7503,49.99,118761,1,2013-10-03 23:07:18,1
433,2013-10-07 4:37:59,7259,7259,49.99,115631,1,2013-09-23 14:37:59,1
434,2013-10-08 21:41:55,7323,7320,49.99,116477,1,2013-09-26 4:41:55,1
435,2013-10-09 13:13:03,7308,7306,49.99,116322,1,2013-09-25 15:13:03,1
436,2013-10-11 5:30:26,7533,7522,49.99,119025,1,2013-10-04 18:30:26,1
437,2013-10-14 23:30:49,7582,7567,59.99,119569,2,2013-10-07 12:30:49,1
438,2013-10-15 0:17:55,7502,7493,49.99,118592,1,2013-10-03 13:17:55,1
439,2013-10-19 11:41:39,7741,7718,49.99,121607,1,2013-10-14 6:41:39,1
440,2013-10-21 16:51:00,7736,7713,49.99,121527,1,2013-10-13 19:51:00,1
441,2013-10-22 18:03:52,7636,7616,49.99,120431,1,2013-10-09 18:03:52,1
442,2013-10-23 14:51:12,7889,7863,49.99,123518,1,2013-10-21 5:51:12,2
443,2013-10-24 9:28:08,7598,7582,49.99,111042,1,2013-10-08 12:28:08,2
444,2013-10-26 6:25:27,7667,7647,49.99,120851,1,2013-10-10 21:25:27,1
445,2013-10-28 10:54:43,8014,7984,49.99,125055,1,2013-10-25 18:54:43,1
446,2013-11-01 16:52:37,7847,7821,49.99,98493,1,2013-10-18 7:52:37,1
447,2013-11-01 17:19:22,7877,7851,59.99,123369,2,2013-10-20 10:19:22,1
448,2013-11-02 10:20:43,7945,7916,49.99,124221,1,2013-10-23 11:20:43,1
449,2013-11-03 19:47:48,8101,8069,49.99,105575,1,2013-10-30 9:47:48,1
450,2013-11-05 16:01:03,8164,8128,49.99,126894,1,2013-11-01 3:01:03,1
451,2013-11-06 18:24:04,8041,8011,49.99,125453,1,2013-10-28 4:24:04,1
452,2013-11-07 5:48:28,7939,7910,49.99,124159,1,2013-10-23 4:48:28,1
453,2013-11-07 6:57:27,8049,8019,49.99,105544,1,2013-10-28 10:57:27,1
454,2013-11-13 22:31:23,8270,8232,49.99,128311,1,2013-11-06 11:31:23,1
455,2013-11-15 2:25:42,8287,8248,49.99,128621,1,2013-11-07 8:25:42,1
456,2013-11-22 9:14:27,8530,8481,49.99,131784,1,2013-11-18 18:14:27,1
457,2013-11-22 13:33:32,8521,8472,49.99,131636,1,2013-11-18 11:33:32,1
458,2013-11-24 9:50:09,8578,8527,49.99,131310,1,2013-11-20 12:50:09,1
459,2013-11-25 15:12:45,8359,8319,59.99,129593,2,2013-11-11 9:12:45,1
460,2013-11-25 19:05:47,8657,8604,49.99,133289,1,2013-11-23 3:05:47,1
461,2013-11-27 7:35:46,8637,8586,49.99,133063,1,2013-11-22 11:35:46,1
462,2013-11-27 18:59:37,8602,8551,49.99,132620,1,2013-11-21 6:59:37,1
463,2013-11-28 1:44:23,8703,8647,59.99,133831,1,2013-11-25 13:44:23,2
464,2013-12-01 8:03:06,8783,8722,49.99,134802,1,2013-11-27 20:03:06,1
465,2013-12-01 17:57:55,8732,8674,49.99,134159,1,2013-11-26 11:57:55,1
466,2013-12-02 4:41:59,8729,8671,49.99,134121,1,2013-11-26 10:41:59,1
467,2013-12-03 5:30:10,9052,8979,49.99,139162,1,2013-11-30 2:30:10,1
468,2013-12-03 14:51:20,8737,8678,49.99,134221,1,2013-11-26 13:51:20,1
469,2013-12-04 14:42:53,8911,8843,49.99,136616,1,2013-11-29 11:42:53,1
470,2013-12-05 9:22:26,8675,8622,59.99,133497,2,2013-11-24 11:22:26,1
471,2013-12-06 19:16:18,9086,9010,49.99,139862,1,2013-12-02 6:16:18,1
472,2013-12-07 4:38:55,8856,8789,49.99,135819,1,2013-11-29 7:38:55,1
473,2013-12-07 11:04:48,8836,8770,49.99,135413,1,2013-11-29 2:04:48,1
474,2013-12-08 7:14:09,8935,8867,49.99,137025,1,2013-11-29 13:14:09,2
475,2013-12-08 7:28:06,8967,8896,59.99,137617,2,2013-11-29 15:28:06,1
476,2013-12-09 20:11:48,8957,8887,49.99,137520,1,2013-11-29 15:11:48,1
477,2013-12-10 1:44:03,8929,8861,49.99,136887,1,2013-11-29 12:44:03,1
478,2013-12-10 11:08:49,8978,8906,49.99,137763,1,2013-11-29 16:08:49,1
479,2013-12-10 15:51:57,8997,8925,49.99,105777,1,2013-11-29 17:51:57,1
480,2013-12-10 20:42:50,9069,8996,49.99,126446,1,2013-12-02 1:42:50,1
481,2013-12-11 3:20:46,9181,9103,59.99,141645,2,2013-12-02 17:20:46,1
482,2013-12-11 13:27:19,8992,8920,49.99,138110,1,2013-11-29 17:27:19,1
483,2013-12-12 13:14:50,9378,9297,49.99,121942,1,2013-12-09 11:14:50,1
484,2013-12-13 10:50:18,8915,8847,49.99,136646,1,2013-11-29 11:50:18,1
485,2013-12-13 19:03:23,9386,9304,59.99,144263,2,2013-12-09 14:03:23,1
486,2013-12-14 3:53:02,9344,9264,49.99,131813,1,2013-12-07 14:53:02,1
487,2013-12-14 15:33:14,8849,8782,49.99,135643,1,2013-11-29 5:33:14,1
488,2013-12-16 11:50:31,9407,9324,59.99,144503,1,2013-12-10 2:50:31,2
489,2013-12-16 14:51:50,9359,9278,49.99,143968,1,2013-12-08 20:51:50,1
490,2013-12-17 22:11:26,9550,9456,45.99,146153,3,2013-12-13 16:11:26,1
491,2013-12-18 20:11:56,9324,9244,49.99,143524,1,2013-12-06 12:11:56,1
492,2013-12-19 21:50:31,9406,9324,49.99,144503,1,2013-12-10 2:50:31,2
493,2013-12-20 8:33:45,9443,9356,49.99,144930,1,2013-12-11 0:33:45,1
494,2013-12-22 3:33:17,9753,9637,45.99,148495,3,2013-12-19 10:33:17,1
495,2013-12-22 20:59:19,9705,9593,49.99,147946,1,2013-12-18 10:59:19,1
496,2013-12-23 7:35:50,9831,9708,49.99,149285,1,2013-12-20 17:35:50,1
497,2013-12-23 8:06:54,9632,9530,49.99,147245,1,2013-12-16 22:06:54,1
498,2013-12-23 14:07:39,9717,9604,49.99,148114,1,2013-12-18 15:07:39,1
499,2013-12-24 22:26:39,9413,9330,49.99,144584,1,2013-12-10 10:26:39,2
500,2013-12-26 21:12:21,9662,9557,49.99,147454,1,2013-12-17 12:12:21,1
501,2013-12-27 7:23:16,9668,9562,49.99,147532,1,2013-12-17 14:23:16,1
502,2013-12-27 9:07:36,9844,9720,45.99,123830,3,2013-12-21 5:07:36,1
503,2013-12-27 20:01:18,9508,9417,45.99,145668,3,2013-12-12 14:01:18,1
504,2013-12-28 22:25:38,9752,9636,49.99,148488,1,2013-12-19 10:25:38,1
505,2013-12-29 4:25:32,9658,9553,45.99,147428,3,2013-12-17 11:25:32,1
506,2013-12-30 11:01:17,9886,9759,45.99,149332,3,2013-12-23 10:01:17,2
507,2013-12-31 14:12:03,9821,9700,49.99,149226,1,2013-12-20 16:12:03,1
508,2013-12-31 22:38:14,9611,9512,49.99,146953,1,2013-12-16 12:38:14,2
509,2014-01-03 0:42:51,9971,9838,59.99,150762,2,2013-12-25 10:42:51,1
510,2014-01-03 22:46:25,10104,9949,45.99,151747,1,2013-12-27 17:46:25,2
511,2014-01-05 0:43:13,10075,9925,45.99,151537,3,2013-12-27 9:43:13,2
512,2014-01-06 7:13:14,10047,9903,45.99,141754,3,2013-12-26 17:13:14,2
513,2014-01-06 10:30:53,10274,10098,49.99,153541,1,2014-01-02 20:30:53,1
514,2014-01-07 5:19:10,9891,9763,45.99,149982,3,2013-12-23 11:19:10,1
515,2014-01-07 12:18:01,10068,9919,49.99,151482,1,2013-12-27 5:18:01,1
516,2014-01-08 17:28:31,10285,10109,49.99,153711,1,2014-01-03 11:28:31,1
517,2014-01-09 14:13:21,10207,10041,45.99,151185,3,2014-01-01 8:13:21,1
518,2014-01-12 19:15:45,10321,10143,59.99,154126,2,2014-01-05 1:15:45,2
519,2014-01-14 18:19:27,10509,10309,45.99,144018,3,2014-01-10 16:19:27,2
520,2014-01-14 19:40:53,10430,10241,59.99,138842,2,2014-01-08 17:40:53,1
521,2014-01-15 20:06:48,10330,10151,45.99,154229,3,2014-01-05 14:06:48,1
522,2014-01-16 1:14:22,10604,10395,45.99,146326,3,2014-01-14 0:14:22,1
523,2014-01-17 1:59:14,10540,10335,45.99,156440,1,2014-01-11 20:59:14,2
524,2014-01-17 6:59:35,10301,10124,49.99,153870,1,2014-01-03 18:59:35,1
525,2014-01-17 17:53:48,10334,10155,49.99,154276,1,2014-01-05 16:53:48,1
526,2014-01-19 8:22:15,10699,10478,45.99,158410,1,2014-01-16 17:22:15,2
527,2014-01-20 6:39:07,10577,10371,49.99,156862,1,2014-01-13 12:39:07,1
528,2014-01-20 18:13:53,10373,10191,49.99,154788,1,2014-01-07 6:13:53,1
529,2014-01-21 2:43:13,10503,10304,49.99,156146,1,2014-01-10 15:43:13,1
530,2014-01-21 17:37:42,10707,10486,49.99,158454,1,2014-01-16 18:37:42,2
531,2014-01-22 20:04:47,10771,10540,49.99,159131,1,2014-01-18 14:04:47,1
532,2014-01-22 20:47:11,10385,10202,45.99,154905,2,2014-01-07 12:47:11,2
533,2014-01-23 6:10:13,10671,10454,49.99,158007,1,2014-01-15 19:10:13,1
534,2014-01-23 6:59:12,10669,10453,49.99,154719,1,2014-01-15 18:59:12,2
535,2014-01-25 12:11:43,10820,10582,45.99,156344,1,2014-01-20 13:11:43,2
536,2014-01-25 19:50:22,10513,10312,49.99,156201,1,2014-01-10 17:50:22,1
537,2014-01-27 21:08:12,10690,10470,59.99,158268,2,2014-01-16 12:08:12,1
538,2014-01-28 9:57:24,10977,10719,49.99,161232,1,2014-01-23 17:57:24,1
539,2014-01-28 13:22:23,10673,10456,49.99,158010,1,2014-01-15 19:22:23,1
540,2014-01-28 22:50:24,10854,10610,45.99,137771,3,2014-01-21 8:50:24,1
541,2014-01-29 13:24:39,10653,10439,49.99,157800,1,2014-01-15 12:24:39,1
542,2014-01-30 4:06:18,10624,10413,49.99,157369,1,2014-01-14 14:06:18,2
543,2014-01-30 10:46:03,10618,10408,59.99,157331,2,2014-01-14 12:46:03,1
544,2014-01-31 10:37:12,10859,10615,49.99,160078,1,2014-01-21 11:37:12,1
545,2014-02-01 3:08:27,10792,10558,49.99,159377,1,2014-01-19 15:08:27,1
546,2014-02-01 3:22:00,10721,10497,49.99,158605,1,2014-01-17 5:22:00,1
547,2014-02-02 0:25:06,10949,10693,49.99,160990,1,2014-01-23 10:25:06,1
548,2014-02-02 5:38:23,10786,10553,49.99,159293,1,2014-01-19 8:38:23,2
549,2014-02-02 12:30:50,10746,10519,49.99,158886,1,2014-01-17 16:30:50,1
550,2014-02-02 21:05:09,10934,10678,45.99,160784,3,2014-01-22 19:05:09,1
551,2014-02-03 12:01:59,10851,10607,49.99,159968,1,2014-01-21 5:01:59,1
552,2014-02-04 13:36:33,10994,10736,49.99,155101,1,2014-01-24 8:36:33,2
553,2014-02-05 6:19:05,10965,10707,49.99,161126,1,2014-01-23 14:19:05,1
554,2014-02-05 10:56:12,11162,10885,49.99,163086,1,2014-01-28 15:56:12,1
555,2014-02-05 16:23:28,11368,11062,49.99,142713,1,2014-02-03 10:23:28,1
556,2014-02-06 4:08:28,11313,11018,49.99,164980,1,2014-02-01 4:08:28,2
557,2014-02-06 12:15:01,11030,10769,49.99,161849,1,2014-01-25 11:15:01,1
558,2014-02-07 2:50:09,11110,10839,45.99,162514,3,2014-01-27 13:50:09,1
559,2014-02-08 22:50:49,11418,11106,49.99,166073,1,2014-02-04 10:50:49,1
560,2014-02-09 1:42:05,11153,10877,49.99,163018,1,2014-01-28 13:42:05,2
561,2014-02-09 6:23:27,11155,10878,49.99,163041,1,2014-01-28 14:23:27,1
562,2014-02-09 8:01:23,11554,11208,45.99,167579,1,2014-02-06 23:01:23,2
563,2014-02-10 5:50:25,11525,11188,49.99,141586,1,2014-02-06 12:50:25,1
564,2014-02-10 7:35:46,11455,11139,49.99,163313,1,2014-02-05 3:35:46,1
565,2014-02-10 20:08:43,11199,10917,45.99,163605,3,2014-01-29 14:08:43,1
566,2014-02-11 17:13:35,11272,10983,49.99,164473,1,2014-01-31 4:13:35,2
567,2014-02-12 1:32:14,11144,10869,45.99,135586,3,2014-01-28 10:32:14,1
568,2014-02-12 3:28:45,11393,11084,45.99,165881,1,2014-02-03 21:28:45,2
569,2014-02-14 8:29:42,11184,10904,49.99,163457,1,2014-01-29 10:29:42,1
570,2014-02-14 9:10:25,11482,11157,45.99,166842,1,2014-02-05 16:10:25,2
571,2014-02-14 9:38:13,11439,11124,49.99,166294,1,2014-02-04 16:38:13,1
572,2014-02-14 17:13:20,11758,11367,59.99,169731,2,2014-02-11 14:13:20,1
573,2014-02-14 17:59:23,11788,11390,45.99,170033,3,2014-02-11 22:59:23,1
574,2014-02-15 14:12:54,11550,11206,45.99,167549,3,2014-02-06 21:12:54,2
575,2014-02-15 21:54:10,11600,11244,49.99,168179,1,2014-02-08 12:54:10,2
576,2014-02-17 22:42:45,11493,11165,29.99,167022,2,2014-02-05 23:42:45,2
577,2014-02-18 20:53:19,11557,11211,49.99,151939,1,2014-02-07 3:53:19,1
578,2014-02-20 14:42:45,11944,11511,45.99,171455,2,2014-02-13 20:42:45,2
579,2014-02-22 9:50:13,12144,11658,49.99,173706,1,2014-02-18 18:50:13,1
580,2014-02-22 18:45:29,12068,11603,49.99,131217,1,2014-02-17 11:45:29,2
581,2014-02-23 12:02:12,11629,11265,59.99,168466,2,2014-02-09 15:02:12,1
582,2014-02-23 16:11:02,12174,11680,49.99,163579,1,2014-02-19 11:11:02,1
583,2014-02-24 0:08:03,12330,11787,45.99,147535,3,2014-02-21 13:08:03,1
584,2014-02-24 8:18:13,11825,11419,59.99,170348,2,2014-02-12 12:18:13,1
585,2014-02-24 13:55:31,11955,11522,59.99,157415,2,2014-02-14 7:55:31,2
586,2014-02-25 19:36:40,11778,11382,59.99,169918,2,2014-02-11 18:36:40,1
587,2014-02-26 13:26:09,12044,11588,49.99,172630,1,2014-02-16 14:26:09,1
588,2014-02-26 15:13:39,12097,11626,49.99,173311,1,2014-02-18 1:13:39,1
589,2014-02-26 17:19:09,12320,11780,45.99,175186,3,2014-02-21 11:19:09,1
590,2014-02-27 9:25:50,12444,11877,49.99,176506,1,2014-02-24 21:25:50,1
591,2014-02-27 14:34:45,12175,11681,45.99,174052,3,2014-02-19 11:34:45,1
592,2014-02-28 2:31:09,12373,11822,49.99,175668,1,2014-02-22 16:31:09,1
593,2014-02-28 21:22:50,12438,11873,45.99,152797,3,2014-02-24 20:22:50,2
594,2014-03-01 10:59:50,11974,11535,59.99,171777,2,2014-02-14 11:59:50,1
595,2014-03-01 13:21:04,12122,11643,45.99,173538,3,2014-02-18 13:21:04,1
596,2014-03-01 20:14:03,12430,11866,29.99,176335,1,2014-02-24 15:14:03,2
597,2014-03-02 2:18:21,12035,11582,49.99,172491,1,2014-02-15 22:18:21,2
598,2014-03-02 20:08:24,12359,11811,45.99,158188,1,2014-02-22 7:08:24,2
599,2014-03-02 20:33:35,12406,11848,49.99,155097,1,2014-02-24 4:33:35,2
600,2014-03-03 23:49:12,12135,11652,49.99,173617,1,2014-02-18 15:49:12,2
601,2014-03-04 19:59:19,12287,11760,45.99,174949,3,2014-02-20 21:59:19,2
602,2014-03-05 11:49:54,12608,11999,49.99,178278,1,2014-02-28 0:49:54,2
603,2014-03-08 0:37:01,12744,12101,49.99,179550,1,2014-03-03 14:37:01,1
604,2014-03-08 1:13:49,12737,12095,49.99,179505,1,2014-03-03 13:13:49,1
605,2014-03-09 5:12:32,12761,12115,45.99,179770,3,2014-03-03 23:12:32,1
606,2014-03-09 6:52:47,12403,11845,49.99,171905,1,2014-02-23 21:52:47,1
607,2014-03-09 19:25:17,12544,11951,49.99,177602,1,2014-02-26 20:25:17,1
608,2014-03-11 4:40:05,12531,11941,49.99,177484,1,2014-02-26 16:40:05,1
609,2014-03-13 3:24:53,12591,11987,49.99,178083,1,2014-02-27 16:24:53,1
610,2014-03-13 3:26:11,12738,12096,49.99,179509,1,2014-03-03 13:26:11,1
611,2014-03-14 14:28:06,12560,11964,45.99,177760,3,2014-02-27 8:28:06,2
612,2014-03-15 4:16:38,13175,12436,49.99,183967,1,2014-03-12 16:16:38,1
613,2014-03-15 9:09:23,12869,12198,49.99,180929,1,2014-03-05 23:09:23,1
614,2014-03-16 10:27:47,12724,12085,49.99,179423,1,2014-03-03 10:27:47,1
615,2014-03-16 15:24:21,12844,12179,59.99,180645,2,2014-03-05 14:24:21,1
616,2014-03-17 18:34:45,13224,12470,49.99,184335,1,2014-03-13 10:34:45,1
617,2014-03-18 1:20:59,13251,12491,45.99,178739,3,2014-03-13 16:20:59,2
618,2014-03-18 12:58:10,12902,12225,45.99,181219,3,2014-03-06 13:58:10,2
619,2014-03-19 19:06:22,13003,12295,49.99,182343,1,2014-03-09 14:06:22,2
620,2014-03-20 4:50:10,12970,12273,45.99,172867,1,2014-03-08 10:50:10,2
