order_order_id,user_id,cogs_usd,price_usd,created_at,product_id,Month,profit,Year,product name,,
10626,160163,14.49,45.99,1/21/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10627,160166,19.49,49.99,1/21/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10628,160176,19.49,49.99,1/21/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10629,127069,19.49,49.99,1/21/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10630,160203,19.49,49.99,1/21/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10631,160212,19.49,49.99,1/21/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10632,148849,19.49,49.99,1/21/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10633,160256,14.49,45.99,1/21/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10634,160259,19.49,49.99,1/21/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10634,160259,14.49,45.99,1/21/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10635,160262,22.49,59.99,1/21/2014,2,January,37.50,2014,The Forever Love Bear,,
10636,160263,19.49,49.99,1/21/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10637,138122,19.49,49.99,1/21/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10638,160284,14.49,45.99,1/21/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10639,160282,19.49,49.99,1/21/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10640,142974,19.49,49.99,1/21/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10641,160307,19.49,49.99,1/21/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10641,160307,22.49,59.99,1/21/2014,2,January,37.50,2014,The Forever Love Bear,,
10642,140343,14.49,45.99,1/21/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10643,160317,19.49,49.99,1/21/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10644,141672,19.49,49.99,1/21/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10645,160363,19.49,49.99,1/21/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10646,160365,19.49,49.99,1/21/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10647,160372,19.49,49.99,1/21/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10648,160387,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10648,160387,14.49,45.99,1/22/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10649,160398,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10649,160398,14.49,45.99,1/22/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10650,160432,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10651,160434,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10652,160451,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10653,160460,22.49,59.99,1/22/2014,2,January,37.50,2014,The Forever Love Bear,,
10654,149166,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10655,156046,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10656,136521,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10657,160502,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10657,160502,22.49,59.99,1/22/2014,2,January,37.50,2014,The Forever Love Bear,,
10658,160521,14.49,45.99,1/22/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10659,160525,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10660,160536,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10661,137991,22.49,59.99,1/22/2014,2,January,37.50,2014,The Forever Love Bear,,
10662,160560,22.49,59.99,1/22/2014,2,January,37.50,2014,The Forever Love Bear,,
10663,160566,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10664,160586,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10665,160587,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10666,160601,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10667,144220,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10668,126876,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10669,160642,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10669,160642,14.49,45.99,1/22/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10670,136353,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10671,160687,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10672,131031,14.49,45.99,1/22/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10673,147185,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10674,160726,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10675,152765,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10676,160764,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10676,160764,22.49,59.99,1/22/2014,2,January,37.50,2014,The Forever Love Bear,,
10677,160779,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10679,160789,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10680,160809,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10681,160838,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10682,160845,19.49,49.99,1/22/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10683,160880,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10684,145424,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10685,160914,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10686,160921,14.49,45.99,1/23/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10687,160922,14.49,45.99,1/23/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10688,160932,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10689,160933,22.49,59.99,1/23/2014,2,January,37.50,2014,The Forever Love Bear,,
10690,158490,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10691,160981,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10692,151545,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10694,156582,14.49,45.99,1/23/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10695,161012,22.49,59.99,1/23/2014,2,January,37.50,2014,The Forever Love Bear,,
10696,161024,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10697,161041,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10698,161066,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10699,161081,22.49,59.99,1/23/2014,2,January,37.50,2014,The Forever Love Bear,,
10700,143001,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10700,143001,22.49,59.99,1/23/2014,2,January,37.50,2014,The Forever Love Bear,,
10701,157924,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10702,161111,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10703,161112,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10704,161115,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10704,161115,14.49,45.99,1/23/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10705,161118,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10706,161119,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10708,134390,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10709,151766,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10710,161155,22.49,59.99,1/23/2014,2,January,37.50,2014,The Forever Love Bear,,
10711,161178,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10712,161188,22.49,59.99,1/23/2014,2,January,37.50,2014,The Forever Love Bear,,
10713,161192,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10714,161197,14.49,45.99,1/23/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10715,133831,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10716,161206,22.49,59.99,1/23/2014,2,January,37.50,2014,The Forever Love Bear,,
10717,161207,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10718,161212,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10720,161243,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10721,161252,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10722,161253,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10723,161259,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10724,161260,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10725,161299,14.49,45.99,1/23/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10726,161303,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10727,161333,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10728,153848,22.49,59.99,1/23/2014,2,January,37.50,2014,The Forever Love Bear,,
10729,139741,19.49,49.99,1/23/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10730,161362,14.49,45.99,1/24/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10731,161374,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10732,161387,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10733,134544,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10734,161424,14.49,45.99,1/24/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10735,161430,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10737,161447,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10738,161450,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10739,161459,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10740,161462,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10741,161484,22.49,59.99,1/24/2014,2,January,37.50,2014,The Forever Love Bear,,
10742,155150,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10743,136972,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10744,132382,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10745,161514,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10746,161533,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10747,148144,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10748,152851,22.49,59.99,1/24/2014,2,January,37.50,2014,The Forever Love Bear,,
10749,142539,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10750,161611,22.49,59.99,1/24/2014,2,January,37.50,2014,The Forever Love Bear,,
10751,161627,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10752,161630,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10753,161634,14.49,45.99,1/24/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10753,161634,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10754,127245,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10755,161654,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10756,161669,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10757,161698,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10758,152000,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10759,161706,14.49,45.99,1/24/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10760,161711,22.49,59.99,1/24/2014,2,January,37.50,2014,The Forever Love Bear,,
10761,155456,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10762,145393,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10763,156814,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10764,143048,19.49,49.99,1/24/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10765,161781,22.49,59.99,1/25/2014,2,January,37.50,2014,The Forever Love Bear,,
10766,161827,19.49,49.99,1/25/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10767,161835,19.49,49.99,1/25/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10767,161835,14.49,45.99,1/25/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10768,161846,19.49,49.99,1/25/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10770,161853,19.49,49.99,1/25/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10771,161857,19.49,49.99,1/25/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10772,161875,19.49,49.99,1/25/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10773,161883,19.49,49.99,1/25/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10774,150212,19.49,49.99,1/25/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10775,161896,22.49,59.99,1/25/2014,2,January,37.50,2014,The Forever Love Bear,,
10776,161904,22.49,59.99,1/25/2014,2,January,37.50,2014,The Forever Love Bear,,
10777,159236,19.49,49.99,1/25/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10778,161903,19.49,49.99,1/25/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10779,161910,22.49,59.99,1/25/2014,2,January,37.50,2014,The Forever Love Bear,,
10780,147580,22.49,59.99,1/25/2014,2,January,37.50,2014,The Forever Love Bear,,
10781,161916,14.49,45.99,1/25/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10782,161915,19.49,49.99,1/25/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10783,150495,19.49,49.99,1/25/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10784,161926,19.49,49.99,1/25/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10785,161940,19.49,49.99,1/25/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10786,161954,19.49,49.99,1/25/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10787,142145,19.49,49.99,1/26/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10787,142145,22.49,59.99,1/26/2014,2,January,37.50,2014,The Forever Love Bear,,
10788,139147,22.49,59.99,1/26/2014,2,January,37.50,2014,The Forever Love Bear,,
10789,162017,19.49,49.99,1/26/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10790,162044,22.49,59.99,1/26/2014,2,January,37.50,2014,The Forever Love Bear,,
10791,162058,22.49,59.99,1/26/2014,2,January,37.50,2014,The Forever Love Bear,,
10792,162063,19.49,49.99,1/26/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10793,162065,14.49,45.99,1/26/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10794,162084,22.49,59.99,1/26/2014,2,January,37.50,2014,The Forever Love Bear,,
10795,155266,14.49,45.99,1/26/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10796,162109,14.49,45.99,1/26/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10797,162111,19.49,49.99,1/26/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10798,162128,19.49,49.99,1/26/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10799,162140,22.49,59.99,1/26/2014,2,January,37.50,2014,The Forever Love Bear,,
10800,162142,19.49,49.99,1/26/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10801,162143,14.49,45.99,1/26/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10802,162161,14.49,45.99,1/26/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10803,162185,19.49,49.99,1/26/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10804,162187,22.49,59.99,1/26/2014,2,January,37.50,2014,The Forever Love Bear,,
10805,162214,14.49,45.99,1/26/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10806,162239,19.49,49.99,1/26/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10807,145956,19.49,49.99,1/26/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10807,145956,14.49,45.99,1/26/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10808,136252,19.49,49.99,1/26/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10809,162241,19.49,49.99,1/26/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10810,162256,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10811,162278,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10811,162278,14.49,45.99,1/27/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10812,162289,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10812,162289,14.49,45.99,1/27/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10813,162304,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10814,140272,22.49,59.99,1/27/2014,2,January,37.50,2014,The Forever Love Bear,,
10815,162321,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10815,162321,22.49,59.99,1/27/2014,2,January,37.50,2014,The Forever Love Bear,,
10816,162319,14.49,45.99,1/27/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10816,162319,22.49,59.99,1/27/2014,2,January,37.50,2014,The Forever Love Bear,,
10817,162328,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10818,162329,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10819,162332,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10819,162332,14.49,45.99,1/27/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10820,162333,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10821,162341,22.49,59.99,1/27/2014,2,January,37.50,2014,The Forever Love Bear,,
10822,162351,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10823,162355,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10824,162376,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10825,145927,22.49,59.99,1/27/2014,2,January,37.50,2014,The Forever Love Bear,,
10825,145927,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10826,151851,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10827,162418,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10827,162418,14.49,45.99,1/27/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10828,162435,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10829,147379,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10830,148958,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10830,148958,14.49,45.99,1/27/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10831,137228,14.49,45.99,1/27/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10832,162480,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10833,162479,22.49,59.99,1/27/2014,2,January,37.50,2014,The Forever Love Bear,,
10834,162494,22.49,59.99,1/27/2014,2,January,37.50,2014,The Forever Love Bear,,
10835,162495,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10836,162503,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10837,162507,22.49,59.99,1/27/2014,2,January,37.50,2014,The Forever Love Bear,,
10838,162504,14.49,45.99,1/27/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10840,162545,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10841,162550,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10842,162554,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10843,162555,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10844,162563,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10845,162575,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10846,162576,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10847,155163,22.49,59.99,1/27/2014,2,January,37.50,2014,The Forever Love Bear,,
10848,162642,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10848,162642,14.49,45.99,1/27/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10849,162654,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10850,162673,14.49,45.99,1/27/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10851,162684,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10851,162684,14.49,45.99,1/27/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10852,162690,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10853,156575,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10854,162720,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10855,162725,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10856,144263,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10857,162733,14.49,45.99,1/27/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10858,162742,19.49,49.99,1/27/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10859,143651,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10860,162779,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10861,162807,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10862,162811,22.49,59.99,1/28/2014,2,January,37.50,2014,The Forever Love Bear,,
10862,162811,14.49,45.99,1/28/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10863,146116,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10864,145344,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10865,162856,22.49,59.99,1/28/2014,2,January,37.50,2014,The Forever Love Bear,,
10866,162855,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10866,162855,22.49,59.99,1/28/2014,2,January,37.50,2014,The Forever Love Bear,,
10867,162871,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10868,157684,14.49,45.99,1/28/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10870,162890,14.49,45.99,1/28/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10871,161302,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10871,161302,14.49,45.99,1/28/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10872,162925,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10873,162928,14.49,45.99,1/28/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10874,162952,14.49,45.99,1/28/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10875,162955,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10876,162982,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10879,163038,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10880,163042,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10881,148645,14.49,45.99,1/28/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10882,163051,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10883,163057,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10884,163073,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10886,163092,22.49,59.99,1/28/2014,2,January,37.50,2014,The Forever Love Bear,,
10887,163096,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10887,163096,22.49,59.99,1/28/2014,2,January,37.50,2014,The Forever Love Bear,,
10888,163107,14.49,45.99,1/28/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10889,163165,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10889,163165,22.49,59.99,1/28/2014,2,January,37.50,2014,The Forever Love Bear,,
10890,163162,14.49,45.99,1/28/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10891,163219,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10892,163235,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10893,163236,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10894,163248,14.49,45.99,1/28/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10895,163281,19.49,49.99,1/28/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10896,163284,14.49,45.99,1/28/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10897,163292,22.49,59.99,1/28/2014,2,January,37.50,2014,The Forever Love Bear,,
10898,163328,19.49,49.99,1/29/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10899,163350,19.49,49.99,1/29/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10900,163376,19.49,49.99,1/29/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10900,163376,22.49,59.99,1/29/2014,2,January,37.50,2014,The Forever Love Bear,,
10901,163385,19.49,49.99,1/29/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10902,163429,22.49,59.99,1/29/2014,2,January,37.50,2014,The Forever Love Bear,,
10903,148116,22.49,59.99,1/29/2014,2,January,37.50,2014,The Forever Love Bear,,
10905,163466,19.49,49.99,1/29/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10905,163466,14.49,45.99,1/29/2014,3,January,31.50,2014,The Birthday Sugar Panda,,
10906,163473,19.49,49.99,1/29/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
10907,163490,19.49,49.99,1/29/2014,1,January,30.50,2014,The original Mr. Fuzzy,,
